source_title,source_url,property_type_v2,property_type_v3,property_type_changed,transaction_v2,transaction_v3,transaction_derivation,address_v3,address_status,geocoding_needed,primary_image_status,suite_count,availability_context_count,contact_count,blocking_conflicts,non_blocking_warnings,remaining_conflicts,import_readiness,review_decision,review_notes,submitted_address,geocode_status,matched_address,latitude,longitude,geocode_review_reason,source_coordinate_status,source_coordinate_distance_m,inside_current_pmtiles_bounds,existing_wp_coordinate,existing_wp_coordinate_distance_m,import_readiness_v3,geocode_readiness
"0 Charles Lane Sugar Land, TX 77498",https://www.aspirecre.com/properties/0-charles-lane-sugar-land-tx-7749,Land,Land,False,,For Sale,strongly_derived,"{""address_line_1"": ""0 CHARLES LANE"", ""city"": ""SUGAR LAND"", ""state"": ""TX"", ""postal_code"": ""77498""}",reliable,True,review_required,0,0,2,,derived_transaction_requires_approval; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""0 CHARLES LANE"", ""city"": ""SUGAR LAND"", ""state"": ""TX"", ""postal_code"": ""77498""}",UNMATCHED,,,,,,,,,,REVIEW_REQUIRED,READY_WITHOUT_COORDINATES
"0 Hiram Clarke Road Houston, TX 77045",https://www.aspirecre.com/properties/0-hiram-clarke-road-houston-tx-77045,Land,Land,False,,,unresolved,"{""address_line_1"": ""0 HIRAM CLARKE ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77045""}",reliable,True,review_required,0,0,3,,transaction_unresolved; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""0 HIRAM CLARKE ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77045""}",UNMATCHED,,,,,,,,,,REVIEW_REQUIRED,READY_WITHOUT_COORDINATES
"10122 Long Point Road, Houston TX 77043",https://www.aspirecre.com/properties/10122-long-point-road-houston-tx-77043,Office,Office,False,For Lease,,unresolved,"{""address_line_1"": ""10122 LONG POINT ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77043""}",reliable,True,review_required,0,0,2,,transaction_unresolved; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""10122 LONG POINT ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77043""}",ACCEPTED,"10122 LONG POINT RD, HOUSTON, TX, 77043",29.79430009768,-95.546546699953,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"10519 South Post Oak Houston, TX 77035",https://www.aspirecre.com/properties/10519-south-post-oak-houston-texas,Retail,Retail,False,,,unresolved,"{""address_line_1"": ""10519 S. POST OAK ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77035""}",reliable,True,review_required,0,0,3,,transaction_unresolved; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""10519 S. POST OAK ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77035""}",ACCEPTED,"10519 S POST OAK RD, HOUSTON, TX, 77035",29.668696575388,-95.462305366124,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"10750 Hammerly Blvd. - 10750 Hammerly Boulevard Houston, TX 77043",https://www.aspirecre.com/properties/10750-hammerly-blvd-houston-tx-77043-p7dr9,Office,Office,False,,,unresolved,"{""address_line_1"": ""10750 HAMMERLY BOULEVARD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77043""}",reliable,True,review_required,0,0,3,,transaction_unresolved; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""10750 HAMMERLY BOULEVARD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77043""}",ACCEPTED,"10750 HAMMERLY BLVD, HOUSTON, TX, 77043",29.812732094579,-95.565924479255,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"1127 Marina Bay Dr – 1127 Marina Bay Dr, Kemah, TX 77565",https://www.aspirecre.com/properties/1127-marina-bay-dr-kemah-tx-77565,Retail,Retail,False,,For Sale,strongly_derived,"{""address_line_1"": ""1127 Marina Bay Dr"", ""city"": ""Kemah"", ""state"": ""TX"", ""postal_code"": ""77565""}",reliable,True,review_required,0,0,0,,derived_transaction_requires_approval; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""1127 Marina Bay Dr"", ""city"": ""Kemah"", ""state"": ""TX"", ""postal_code"": ""77565""}",UNMATCHED,,,,,,,,,,REVIEW_REQUIRED,READY_WITHOUT_COORDINATES
"11511 Katy Freeway Houston, Texas 77079",https://www.aspirecre.com/properties/11511-katy-freeway-houston-texas-77079,Office,Office,False,,,unresolved,"{""address_line_1"": ""11511 KATY FREEWAY"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77079""}",reliable,True,review_required,0,0,3,,transaction_unresolved; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""11511 KATY FREEWAY"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77079""}",ACCEPTED,"11511 KATY FWY, HOUSTON, TX, 77079",29.784105509696,-95.585656218205,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"One Woodbranch Center - 11931 Wickchester Lane Houston, TX 77043",https://www.aspirecre.com/properties/11931-wickchester-lane-houston-texas-77043,Office,Office,False,,,unresolved,"{""address_line_1"": ""11931 WICKCHESTER LANE"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77043""}",reliable,True,review_required,0,0,3,,transaction_unresolved; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""11931 WICKCHESTER LANE"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77043""}",ACCEPTED,"11931 WICKCHESTER LN, HOUSTON, TX, 77043",29.788425509202,-95.597031842686,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"12425 John F Kennedy Blvd. Houston, TX 77039",https://www.aspirecre.com/properties/12425-john-f-kennedy-blvd-houston-tx-77039,Retail,Retail,False,For Lease,For Lease,strongly_derived,"{""address_line_1"": ""12425 John F Kennedy Blvd."", ""city"": ""Houston"", ""state"": ""TX"", ""postal_code"": ""77039""}",reliable,True,review_required,5,0,0,,derived_transaction_requires_approval; primary_image_review_required; needs_geocoding; brochure_text_unavailable,,REVIEW_REQUIRED,,,"{""address_line_1"": ""12425 John F Kennedy Blvd."", ""city"": ""Houston"", ""state"": ""TX"", ""postal_code"": ""77039""}",ACCEPTED,"12425 JOHN F KENNEDY BLVD, HOUSTON, TX, 77039",29.904987497414,-95.332020872505,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"14211 Hiram Clarke Road Houston, TX 77045",https://www.aspirecre.com/properties/14211-hiram-clarke-road-houston-tx-77045,Retail,Retail,False,,,unresolved,"{""address_line_1"": ""14211 HIRAM CLARKE ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77045""}",reliable,True,review_required,0,0,3,,transaction_unresolved; primary_image_review_required; needs_geocoding,price_per_sf,REVIEW_REQUIRED,,,"{""address_line_1"": ""14211 HIRAM CLARKE ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77045""}",ACCEPTED,"14211 HIRAM CLARKE RD, HOUSTON, TX, 77045",29.620067368208,-95.445915258278,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"Sugarwell Plaza - 14248 Bellaire Boulevard Houston, TX 77083",https://www.aspirecre.com/properties/14248-bellaire-blvd-houston-tx-77083,Retail,Retail,False,For Lease,For Lease,explicit,"{""address_line_1"": ""14248 BELLAIRE BOULEVARD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77083""}",reliable,True,high_confidence,4,0,2,,needs_geocoding,,READY_WITH_NULLS,,,"{""address_line_1"": ""14248 BELLAIRE BOULEVARD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77083""}",ACCEPTED,"14248 BELLAIRE BLVD, HOUSTON, TX, 77083",29.704084119182,-95.63717923642,,,,True,,,READY_WITH_NULLS,READY_WITH_COORDINATES
"14602 Presidio Square Boulevard, Houston, TX 77083",https://www.aspirecre.com/properties/14602-presidio-square-boulevard-houston-tx-77083,Office,Office,False,,,unresolved,"{""address_line_1"": ""14602 PRESIDIO SQUARE BLVD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77083""}",reliable,True,review_required,0,0,3,,transaction_unresolved; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""14602 PRESIDIO SQUARE BLVD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77083""}",ACCEPTED,"14602 PRESIDIO SQUARE BLVD, HOUSTON, TX, 77083",29.709143827086,-95.642796339993,,,,True,"{""latitude"": 29.7076, ""longitude"": -95.642}",188.1,REVIEW_REQUIRED,READY_WITH_COORDINATES
"1475 Washington Boulevard Beaumont, TX 77705",https://www.aspirecre.com/properties/1475-washington-blvd-beaumont-tx-77705,Land,Land,False,,For Sale,strongly_derived,"{""address_line_1"": ""1475 WASHINGTON BOULEVARD"", ""city"": ""BEAUMONT"", ""state"": ""TX"", ""postal_code"": ""77705""}",reliable,True,high_confidence,0,0,3,,derived_transaction_requires_approval; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""1475 WASHINGTON BOULEVARD"", ""city"": ""BEAUMONT"", ""state"": ""TX"", ""postal_code"": ""77705""}",ACCEPTED,"1475 WASHINGTON BLVD, BEAUMONT, TX, 77705",30.056587364834,-94.099082570455,,,,False,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"16803 Stuebner Airline Road Spring, TX 77379",https://www.aspirecre.com/properties/16803-stuebner-airline-road-spring-tx-77379,Retail,Retail,False,For Lease,For Lease,strongly_derived,"{""address_line_1"": ""16803 STUEBNER AIRLINE ROAD"", ""city"": ""SPRING"", ""state"": ""TX"", ""postal_code"": ""77379""}",reliable,True,review_required,0,0,3,,derived_transaction_requires_approval; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""16803 STUEBNER AIRLINE ROAD"", ""city"": ""SPRING"", ""state"": ""TX"", ""postal_code"": ""77379""}",ACCEPTED,"16803 STUEBNER AIRLINE RD, SPRING, TX, 77379",30.021025362895,-95.523882069357,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"16840 Clay Road Houston, TX 77084",https://www.aspirecre.com/properties/16840-clay-road-houston-tx-77084,Industrial / Flex,Industrial / Flex,False,,,unresolved,"{""address_line_1"": ""16840 CLAY ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77084""}",reliable,True,high_confidence,1,0,2,,transaction_unresolved; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""16840 CLAY ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77084""}",ACCEPTED,"16840 CLAY RD, HOUSTON, TX, 77084",29.83184119684,-95.660303438926,,,,True,"{""latitude"": 29.8344342, ""longitude"": -95.6575678}",390.9,REVIEW_REQUIRED,READY_WITH_COORDINATES
"1700 Wirt Road Houston, TX 77055",https://www.aspirecre.com/properties/1700-wirt-road-houston-tx-77055,Office,Industrial / Flex,True,,,unresolved,"{""address_line_1"": ""1700 WIRT ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77055""}",reliable,True,review_required,0,0,3,,transaction_unresolved; property_type_change_requires_approval; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""1700 WIRT ROAD"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77055""}",ACCEPTED,"1700 WIRT RD, HOUSTON, TX, 77055",29.80037728903,-95.484765686592,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"NWQ of Longenbaugh & Greenhouse Road – 19520 Longenbaugh Road Cypress, Texas 77433",https://www.aspirecre.com/properties/19520-longenbaugh-road-cypress-texas-77433,Land,Land,False,,For Sale + Ground Lease,explicit,"{""address_line_1"": ""19520 LONGENBAUGH ROAD"", ""city"": ""CYPRESS"", ""state"": ""TX"", ""postal_code"": ""77433""}",reliable,True,review_required,0,0,3,,primary_image_review_required; needs_geocoding; parcel_map_label_requires_review; multi_transaction_frontend_schema_gap,,REVIEW_REQUIRED,,,"{""address_line_1"": ""19520 LONGENBAUGH ROAD"", ""city"": ""CYPRESS"", ""state"": ""TX"", ""postal_code"": ""77433""}",UNMATCHED,,,,,,,,,,REVIEW_REQUIRED,READY_WITHOUT_COORDINATES
"19737 Lee Road Humble, TX 77338",https://www.aspirecre.com/properties/19737-lee-road-humble-tx-77338,Industrial / Flex,Industrial / Flex,False,For Lease,For Lease,explicit,"{""address_line_1"": ""19737 LEE ROAD"", ""city"": ""HUMBLE"", ""state"": ""TX"", ""postal_code"": ""77338""}",reliable,True,review_required,0,0,3,,primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""19737 LEE ROAD"", ""city"": ""HUMBLE"", ""state"": ""TX"", ""postal_code"": ""77338""}",ACCEPTED,"19737 LEE RD, HUMBLE, TX, 77338",30.005200836339,-95.309008041054,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"Shops at Almeda - 10900 Gulf Freeway, Houston, TX 77034",https://www.aspirecre.com/properties/1shops-at-almeda-10900-gulf-freeway-houston-tx-77034,Retail,Retail,False,For Lease,For Lease,explicit,"{""address_line_1"": ""10900 GULF FREEWAY"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77034""}",reliable,True,review_required,2,0,2,,primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""10900 GULF FREEWAY"", ""city"": ""HOUSTON"", ""state"": ""TX"", ""postal_code"": ""77034""}",ACCEPTED,"10900 GULF FWY, HOUSTON, TX, 77034",29.638227806742,-95.240951091305,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"21510 Aldine Westfield Road - 21510 Aldine Westfield Road, Humble, TX 77338",https://www.aspirecre.com/properties/21510-aldine-westfield-road-humble-tx-77338,Land,Land,False,,,unresolved,"{""address_line_1"": ""21510 ALDINE WESTFIELD ROAD"", ""city"": ""HUMBLE"", ""state"": ""TX"", ""postal_code"": ""77338""}",reliable,True,review_required,0,0,2,,transaction_unresolved; primary_image_review_required; needs_geocoding,,REVIEW_REQUIRED,,,"{""address_line_1"": ""21510 ALDINE WESTFIELD ROAD"", ""city"": ""HUMBLE"", ""state"": ""TX"", ""postal_code"": ""77338""}",ACCEPTED,"21510 ALDINE WESTFIELD RD, HUMBLE, TX, 77338",30.027142323102,-95.381076180326,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"21617 FM 1093 Richmond TX, 77407",https://www.aspirecre.com/properties/21617-fm-1093-richmond-tx-77407,Land,Land,False,,For Sale,strongly_derived,"{""address_line_1"": ""21617 FM 1093"", ""city"": ""Richmond"", ""state"": ""TX"", ""postal_code"": ""77407""}",reliable,True,high_confidence,0,0,0,,existing_wp_pricing_review; derived_transaction_requires_approval; needs_geocoding; brochure_text_unavailable,,REVIEW_REQUIRED,,,"{""address_line_1"": ""21617 FM 1093"", ""city"": ""Richmond"", ""state"": ""TX"", ""postal_code"": ""77407""}",UNMATCHED,,,,,,,,"{""latitude"": 29.6773, ""longitude"": -95.7195}",,REVIEW_REQUIRED,READY_WITHOUT_COORDINATES
"23400 Aldine Westfield Road - 23400 Aldine Westfield Road Spring, TX 77373",https://www.aspirecre.com/properties/23400-aldine-westfield-road-spring-tx-77373,Land,Land,False,,,unresolved,"{""address_line_1"": ""23400 ALDINE WESTFIELD ROAD"", ""city"": ""SPRING"", ""state"": ""TX"", ""postal_code"": ""77373""}",reliable,True,review_required,0,0,2,,transaction_unresolved; primary_image_review_required; needs_geocoding,lot_acres,REVIEW_REQUIRED,,,"{""address_line_1"": ""23400 ALDINE WESTFIELD ROAD"", ""city"": ""SPRING"", ""state"": ""TX"", ""postal_code"": ""77373""}",ACCEPTED,"23400 ALDINE WESTFIELD RD, SPRING, TX, 77373",30.051702669782,-95.388537322293,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
"2404 Smith Ranch Road Pearland, TX 77584",https://www.aspirecre.com/properties/2404-smith-ranch-road-pearland-tx-77584,Retail,Retail,False,,For Lease,strongly_derived,"{""address_line_1"": ""2404 SMITH RANCH ROAD"", ""city"": ""PEARLAND"", ""state"": ""TX"", ""postal_code"": ""77584""}",reliable,True,review_required,2,0,0,,derived_transaction_requires_approval; primary_image_review_required; needs_geocoding,suite_fields,REVIEW_REQUIRED,,,"{""address_line_1"": ""2404 SMITH RANCH ROAD"", ""city"": ""PEARLAND"", ""state"": ""TX"", ""postal_code"": ""77584""}",ACCEPTED,"2404 SMITH RANCH RD, PEARLAND, TX, 77584",29.56769768698,-95.384672348,,,,True,,,REVIEW_REQUIRED,READY_WITH_COORDINATES
